domain,db_name,db_host,nid,platform_path
deepseaoctocoral.myspecies.info,deepseaoctocoral,157.140.2.171,1480.0,/var/aegir/platforms/scratchpads-2.10.1
spiderworts.myspecies.info,spiderwortsmys_0,157.140.2.153,2769.0,/var/aegir/platforms/scratchpads-2.10.1
agelenidsoftheworld.myspecies.info,agelenidsofthewo,157.140.2.171,2479.0,/var/aegir/platforms/scratchpads-2.10.1
syrrhophus.myspecies.info,syrrhophusmysp_0,157.140.2.164,1524.0,/var/aegir/platforms/scratchpads-2.10.1
challenger.myspecies.info,challengermyspec,157.140.2.171,2247.0,/var/aegir/platforms/scratchpads-2.10.1
grammitids.myspecies.info,grammitidsmyspec,157.140.2.171,2681.0,/var/aegir/platforms/scratchpads-2.10.1
bryophytes.myspecies.info,bryophytesmyspec,157.140.2.171,2443.0,/var/aegir/platforms/scratchpads-2.10.1
e-flora.myspecies.info,efloramyspeciesi,157.140.2.164,3665.0,/var/aegir/platforms/scratchpads-2.10.1
cabombaceae.myspecies.info,cabombaceaemyspe,157.140.2.164,1612.0,/var/aegir/platforms/scratchpads-2.10.1
cicadas.myspecies.info,cicadasmyspecies,157.140.2.164,2773.0,/var/aegir/platforms/scratchpads-2.10.1
lentibulariaceae.myspecies.info,lentibulariace_0,157.140.2.171,29890.0,/var/aegir/platforms/scratchpads-2.10.1
passifloraceae.myspecies.info,passifloraceae_0,157.140.2.153,6225.0,/var/aegir/platforms/scratchpads-2.10.1
itaxa.myspecies.info,itaxamyspeciesin,157.140.2.153,2339.0,/var/aegir/platforms/scratchpads-2.10.1
odonatas.myspecies.info,odonatasmyspecie,157.140.2.153,2937.0,/var/aegir/platforms/scratchpads-2.10.1
formicidae.myspecies.info,formicidaemyspec,157.140.2.171,2913.0,/var/aegir/platforms/scratchpads-2.10.1
lixini.myspecies.info,lixinimyspeciesi,157.140.2.164,3901.0,/var/aegir/platforms/scratchpads-2.10.1
juncaceae.e-monocot.org,juncaceaeemonoco,157.140.2.153,1808.0,/var/aegir/platforms/scratchpads-2.10.1
afribats.myspecies.info,afribatsmyspec_0,157.140.2.171,2697.0,/var/aegir/platforms/scratchpads-2.10.1
sarcophagidae.myspecies.info,sarcophagidaem_0,157.140.2.171,3813.0,/var/aegir/platforms/scratchpads-2.10.1
pui19.myspecies.info,pui19myspecies_0,157.140.2.153,3477.0,/var/aegir/platforms/scratchpads-2.10.1
scarabaeinae.myspecies.info,scarabaeinaemy_0,157.140.2.171,3641.0,/var/aegir/platforms/scratchpads-2.10.1
greatbarrierreefbryozoa.myspecies.info,greatbarrierreef,157.140.2.153,3057.0,/var/aegir/platforms/scratchpads-2.10.1
typhaceae.e-monocot.org,typhaceaeemono_0,157.140.2.171,3005.0,/var/aegir/platforms/scratchpads-2.10.1
xianhuflora.myspecies.info,xianhufloramys_0,157.140.2.164,3589.0,/var/aegir/platforms/scratchpads-2.10.1
anthemideae.myspecies.info,anthemideaemyspe,157.140.2.164,1352.0,/var/aegir/platforms/scratchpads-2.10.1
stormbaymacrofauna.myspecies.info,stormbaymacrof_0,157.140.2.153,22640.0,/var/aegir/platforms/scratchpads-2.10.1
hebfauna.myspecies.info,hebfaunamyspecie,157.140.2.153,2709.0,/var/aegir/platforms/scratchpads-2.10.1
nematodes.myspecies.info,nematodesmyspeci,157.140.2.153,1235.0,/var/aegir/platforms/scratchpads-2.10.1
espermatofitas-del-uruguay.myspecies.info,espermatofitasde,157.140.2.153,13026.0,/var/aegir/platforms/scratchpads-2.10.1
dsp.myspecies.info,dspmyspeciesinfo,157.140.2.171,4699.0,/var/aegir/platforms/scratchpads-2.10.1
bijagual.myspecies.info,bijagualmyspecie,157.140.2.153,3261.0,/var/aegir/platforms/scratchpads-2.10.1
xanthorrhoeaceae.e-monocot.org,xanthorrhoeaceae,157.140.2.153,3277.0,/var/aegir/platforms/scratchpads-2.10.1
thaicanthium.myspecies.info,thaicanthiummy_0,157.140.2.171,1532.0,/var/aegir/platforms/scratchpads-2.10.1
sciencepolicy.myspecies.info,sciencepolicym_0,157.140.2.171,2865.0,/var/aegir/platforms/scratchpads-2.10.1
worldodonata.myspecies.info,worldodonatamy_0,157.140.2.153,2789.0,/var/aegir/platforms/scratchpads-2.10.1
aponogetonaceae.e-monocot.org,aponogetonaceaee,157.140.2.153,3837.0,/var/aegir/platforms/scratchpads-2.10.1
pacificicadellidae.myspecies.info,pacificicadellid,157.140.2.171,3781.0,/var/aegir/platforms/scratchpads-2.10.1
bioacoustics.myspecies.info,bioacousticsmysp,157.140.2.164,2893.0,/var/aegir/platforms/scratchpads-2.10.1
triatominae.miza-ucv.org.ve,triatominaemiz_0,157.140.2.164,4510.0,/var/aegir/platforms/scratchpads-2.10.1
zooemu.myspecies.info,zooemumyspecie_0,157.140.2.164,3097.0,/var/aegir/platforms/scratchpads-2.10.1
kpornpun.myspecies.info,kpornpunmyspecie,157.140.2.164,1356.0,/var/aegir/platforms/scratchpads-2.10.1
nepticuloidea.info,nepticuloideainf,157.140.2.164,21238.0,/var/aegir/platforms/scratchpads-2.10.1
kpf.myspecies.info,kpfmyspeciesinfo,157.140.2.153,3449.0,/var/aegir/platforms/scratchpads-2.10.1
restionaceae.e-monocot.org,restionaceaeem_0,157.140.2.171,1448.0,/var/aegir/platforms/scratchpads-2.10.1
cyanolichens.myspecies.info,cyanolichensmysp,157.140.2.171,3053.0,/var/aegir/platforms/scratchpads-2.10.1
phyllanthus.myspecies.info,phyllanthusmys_0,157.140.2.153,4615.0,/var/aegir/platforms/scratchpads-2.10.1
bombus.myspecies.info,bombusmyspeciesi,157.140.2.153,3681.0,/var/aegir/platforms/scratchpads-2.10.1
mushroom.myspecies.info,mushroommyspecie,157.140.2.164,4575.0,/var/aegir/platforms/scratchpads-2.10.1
ffa.myspecies.info,ffamyspeciesinfo,157.140.2.153,4651.0,/var/aegir/platforms/scratchpads-2.10.1
dipterateste.myspecies.info,dipteratestemy_0,157.140.2.171,26605.0,/var/aegir/platforms/scratchpads-2.10.1
vbrant.scratchpads.org,vbrantscratchpad,157.140.2.153,1004.0,/var/aegir/platforms/vbrant_eu
matanzasriver.myspecies.info,matanzasrivermys,157.140.2.164,3085.0,/var/aegir/platforms/scratchpads-2.10.1
rocosos.myspecies.info,rocososmyspecies,157.140.2.153,26288.0,/var/aegir/platforms/scratchpads-2.10.1
isamb.myspecies.info,isambmyspeciesin,157.140.2.164,1063.0,/var/aegir/platforms/scratchpads-2.10.1
stats.scratchpads.eu,statsscratchpads,157.140.2.153,1020.0,/var/aegir/platforms/stats_scratchpads_eu
eulophiinae.e-monocot.org,eulophiinaeemono,157.140.2.171,3657.0,/var/aegir/platforms/scratchpads-2.10.1
treeschool.myspecies.info,treeschoolmysp_0,157.140.2.153,1304.0,/var/aegir/platforms/scratchpads-2.10.1
asterozoa.myspecies.info,asterozoamyspeci,157.140.2.164,2881.0,/var/aegir/platforms/scratchpads-2.10.1
cypripedioideae.e-monocot.org,cypripedioidea_1,157.140.2.153,3741.0,/var/aegir/platforms/scratchpads-2.10.1
parasitica.myspecies.info,parasiticamysp_0,157.140.2.153,2901.0,/var/aegir/platforms/scratchpads-2.10.1
entiminae.myspecies.info,entiminaemyspeci,157.140.2.171,26270.0,/var/aegir/platforms/scratchpads-2.10.1
nepticuloidea4.myspecies.info,nepticuloidea4my,157.140.2.164,4819.0,/var/aegir/platforms/scratchpads-2.10.1
amaryllidaceae.myspecies.info,amaryllidaceaemy,157.140.2.164,2307.0,/var/aegir/platforms/scratchpads-2.10.1
cyarthros.myspecies.info,cyarthrosmyspe_1,157.140.2.164,2569.0,/var/aegir/platforms/scratchpads-2.10.1
xestospongia.myspecies.info,xestospongiamy_0,157.140.2.164,1804.0,/var/aegir/platforms/scratchpads-2.10.1
propetaxon.myspecies.info,propetaxonmysp_0,157.140.2.153,2529.0,/var/aegir/platforms/scratchpads-2.10.1
empidoidea.myspecies.info,empidoideamyspec,157.140.2.164,4210.0,/var/aegir/platforms/scratchpads-2.10.1
khuntuennoi.myspecies.info,khuntuennoimyspe,157.140.2.153,3809.0,/var/aegir/platforms/scratchpads-2.10.1
thailsugarpalms.myspecies.info,thailsugarpalm_0,157.140.2.164,3853.0,/var/aegir/platforms/scratchpads-2.10.1
rpwgenome.myspecies.info,rpwgenomemyspeci,157.140.2.153,19116.0,/var/aegir/platforms/scratchpads-2.10.1
polychaetes.info,polychaetesinf_0,157.140.2.153,1776.0,/var/aegir/platforms/scratchpads-2.10.1
knoxia.myspecies.info,knoxiamyspeciesi,157.140.2.153,1552.0,/var/aegir/platforms/scratchpads-2.10.1
wallaceletters.myspecies.info,wallaceletters_0,157.140.2.153,1504.0,/var/aegir/platforms/scratchpads-2.10.1
colchicaceae.e-monocot.org,colchicaceaeemon,157.140.2.164,3873.0,/var/aegir/platforms/scratchpads-2.10.1
phanom.myspecies.info,phanommyspecie_0,157.140.2.164,1175.0,/var/aegir/platforms/scratchpads-2.10.1
alpineplants.myspecies.info,alpineplantsmy_0,157.140.2.153,22581.0,/var/aegir/platforms/scratchpads-2.10.1
kadsura.myspecies.info,kadsuramyspecies,157.140.2.171,2059.0,/var/aegir/platforms/scratchpads-2.10.1
micropezids.myspecies.info,micropezidsmys_0,157.140.2.164,6270.0,/var/aegir/platforms/scratchpads-2.10.1
benthic-foraminifera.myspecies.info,benthicforaminif,157.140.2.164,4230.0,/var/aegir/platforms/scratchpads-2.10.1
thailandweeds.myspecies.info,thailandweedsm_0,157.140.2.171,3093.0,/var/aegir/platforms/scratchpads-2.10.1
insects.myspecies.info,insectsmyspecies,157.140.2.164,4182.0,/var/aegir/platforms/scratchpads-2.10.1
mammals.myspecies.info,mammalsmyspecies,157.140.2.153,4534.0,/var/aegir/platforms/scratchpads-2.10.1
kamptozoa.myspecies.info,kamptozoamyspeci,157.140.2.153,2315.0,/var/aegir/platforms/scratchpads-2.10.1
australasianasiloidea.myspecies.info,australasianasil,157.140.2.171,1948.0,/var/aegir/platforms/scratchpads-2.10.1
iberiandiptera.myspecies.info,iberiandipteramy,157.140.2.171,2331.0,/var/aegir/platforms/scratchpads-2.10.1
atlaspapillonsmidipyrenees.myspecies.info,atlaspapillonsmi,157.140.2.164,3129.0,/var/aegir/platforms/scratchpads-2.10.1
parquefagro.myspecies.info,parquefagromys_0,157.140.2.153,13041.0,/var/aegir/platforms/scratchpads-2.10.1
biodiversityciliatessc.myspecies.info,biodiversitycili,157.140.2.171,3509.0,/var/aegir/platforms/scratchpads-2.10.1
hoya.myspecies.info,hoyamyspeciesinf,157.140.2.171,3533.0,/var/aegir/platforms/scratchpads-2.10.1
annonaceae.myspecies.info,annonaceaemyspec,157.140.2.164,2231.0,/var/aegir/platforms/scratchpads-2.10.1
malvaceae.myspecies.info,malvaceaemyspeci,157.140.2.153,4294.0,/var/aegir/platforms/scratchpads-2.10.1
ethnobotanyofkaren.myspecies.info,ethnobotanyofkar,157.140.2.171,3341.0,/var/aegir/platforms/scratchpads-2.10.1
myrcia.myspecies.info,myrciamyspeciesi,157.140.2.171,1344.0,/var/aegir/platforms/scratchpads-2.10.1
phthiraptera.info,phthirapterainfo,157.140.2.153,6115.0,/var/aegir/platforms/scratchpads-2.10.1
algaldiseases.myspecies.info,algaldiseasesm_0,157.140.2.164,16629.0,/var/aegir/platforms/scratchpads-2.10.1
guammollusca.myspecies.info,guammolluscamysp,157.140.2.171,6279.0,/var/aegir/platforms/scratchpads-2.10.1
diatoms.myspecies.info,diatomsmyspecies,157.140.2.171,2271.0,/var/aegir/platforms/scratchpads-2.10.1
porifera.myspecies.info,poriferamyspec_0,157.140.2.164,3685.0,/var/aegir/platforms/scratchpads-2.10.1
anseriformes.myspecies.info,anseriformesmysp,157.140.2.153,2004.0,/var/aegir/platforms/scratchpads-2.10.1
bryophyta.myspecies.info,bryophytamyspe_0,157.140.2.171,22568.0,/var/aegir/platforms/scratchpads-2.10.1
prismatomeris.myspecies.info,prismatomerism_0,157.140.2.153,1199.0,/var/aegir/platforms/scratchpads-2.10.1
limestoneflorainthailand.myspecies.info,limestoneflorain,157.140.2.171,1123.0,/var/aegir/platforms/scratchpads-2.10.1
ukhymenoptera.myspecies.info,ukhymenopteram_0,157.140.2.164,2459.0,/var/aegir/platforms/scratchpads-2.10.1
convolvulaceae.myspecies.info,convolvulaceaemy,157.140.2.171,3317.0,/var/aegir/platforms/scratchpads-2.10.1
annelida.myspecies.info,annelidamyspecie,157.140.2.164,1924.0,/var/aegir/platforms/scratchpads-2.10.1
neritopsine.myspecies.info,neritopsinemyspe,157.140.2.153,6097.0,/var/aegir/platforms/scratchpads-2.10.1
malaysiamammals.myspecies.info,malaysiamammalsm,157.140.2.171,1752.0,/var/aegir/platforms/scratchpads-2.10.1
acanthaceae.myspecies.info,acanthaceaemyspe,157.140.2.164,3921.0,/var/aegir/platforms/scratchpads-2.10.1
floraofksa.myspecies.info,floraofksamyspec,157.140.2.164,6282.0,/var/aegir/platforms/scratchpads-2.10.1
afrotropical-culicidae.myspecies.info,afrotropicalcu_0,157.140.2.171,27005.0,/var/aegir/platforms/scratchpads-2.10.1
ophiuroids.myspecies.info,ophiuroidsmysp_0,157.140.2.153,2673.0,/var/aegir/platforms/scratchpads-2.10.1
westpyrfloraconservation.myspecies.info,westpyrfloraco_0,157.140.2.171,2275.0,/var/aegir/platforms/scratchpads-2.10.1
wildlifewindows.myspecies.info,wildlifewindow_0,157.140.2.171,2849.0,/var/aegir/platforms/scratchpads-2.10.1
seagrasses.myspecies.info,seagrassesmyspec,157.140.2.171,16827.0,/var/aegir/platforms/scratchpads-2.10.1
aba.myspecies.info,abamyspeciesin_0,157.140.2.164,1027.0,/var/aegir/platforms/scratchpads-2.10.1
digimar.myspecies.info,digimarmyspecies,157.140.2.171,4478.0,/var/aegir/platforms/scratchpads-2.10.1
lincolnsflorafauna.myspecies.info,lincolnsflorafau,157.140.2.171,2585.0,/var/aegir/platforms/scratchpads-2.10.1
ciliateguide.myspecies.info,ciliateguidemysp,157.140.2.171,19120.0,/var/aegir/platforms/scratchpads-2.10.1
seaweeds.myspecies.info,seaweedsmyspec_0,157.140.2.171,1187.0,/var/aegir/platforms/scratchpads-2.10.1
xyridaceae.e-monocot.org,xyridaceaeemon_0,157.140.2.153,3045.0,/var/aegir/platforms/scratchpads-2.10.1
camptosomata.myspecies.info,camptosomatamysp,157.140.2.164,3841.0,/var/aegir/platforms/scratchpads-2.10.1
coreidae.myspecies.info,coreidaemyspecie,157.140.2.164,3265.0,/var/aegir/platforms/scratchpads-2.10.1
liliaceae.e-monocot.org,liliaceaeemonoco,157.140.2.153,2861.0,/var/aegir/platforms/scratchpads-2.10.1
scolocuba2.taxon.name,scolocuba2taxo_0,157.140.2.153,4955.0,/var/aegir/platforms/scratchpads-2.10.1
wtapassifloraceae.myspecies.info,wtapassiflorac_0,157.140.2.153,1704.0,/var/aegir/platforms/scratchpads-2.10.1
araceae.e-monocot.org,araceaeemonocoto,157.140.2.164,2203.0,/var/aegir/platforms/scratchpads-2.10.1
beefossils.myspecies.info,beefossilsmyspec,157.140.2.171,3161.0,/var/aegir/platforms/scratchpads-2.10.1
termites.myspecies.info,termitesmyspec_0,157.140.2.171,2573.0,/var/aegir/platforms/scratchpads-2.10.1
undergrowth.myspecies.info,undergrowthmys_0,157.140.2.153,4330.0,/var/aegir/platforms/scratchpads-2.10.1
treeplantae.myspecies.info,treeplantaemys_0,157.140.2.171,13071.0,/var/aegir/platforms/scratchpads-2.10.1
myriatrix.myspecies.info,myriatrixmyspe_0,157.140.2.171,6207.0,/var/aegir/platforms/scratchpads-2.10.1
aipa.myspecies.info,aipamyspeciesinf,157.140.2.171,1664.0,/var/aegir/platforms/scratchpads-2.10.1
cusucobeetles.myspecies.info,cusucobeetlesmys,157.140.2.171,4274.0,/var/aegir/platforms/scratchpads-2.10.1
nantiyaag2.myspecies.info,nantiyaag2myspec,157.140.2.171,2355.0,/var/aegir/platforms/scratchpads-2.10.1
rothmannia.myspecies.info,rothmanniamysp_0,157.140.2.164,3325.0,/var/aegir/platforms/scratchpads-2.10.1
borneobeetles.myspecies.info,borneobeetlesmys,157.140.2.171,3953.0,/var/aegir/platforms/scratchpads-2.10.1
galaxiids.myspecies.info,galaxiidsmyspeci,157.140.2.153,3385.0,/var/aegir/platforms/scratchpads-2.10.1
slovaconitum.myspecies.info,slovaconitummy_0,157.140.2.171,1360.0,/var/aegir/platforms/scratchpads-2.10.1
rusant-lv.myspecies.info,rusantlvmyspecie,157.140.2.171,18496.0,/var/aegir/platforms/scratchpads-2.10.1
clcdb.myspecies.info,clcdbmyspeciesin,157.140.2.164,4743.0,/var/aegir/platforms/scratchpads-2.10.1
systematicsblog.myspecies.info,systematicsblo_0,157.140.2.153,1219.0,/var/aegir/platforms/scratchpads-2.10.1
veterinaryforensicentomology.myspecies.info,veterinaryfore_0,157.140.2.171,4178.0,/var/aegir/platforms/scratchpads-2.10.1
diptera.myspecies.info,dipteramyspecies,157.140.2.153,2877.0,/var/aegir/platforms/scratchpads-2.10.1
viburnum.myspecies.info,viburnummyspec_0,157.140.2.164,3073.0,/var/aegir/platforms/scratchpads-2.10.1
sami.myspecies.info,samimyspeciesi_0,157.140.2.171,3069.0,/var/aegir/platforms/scratchpads-2.10.1
pong.e-monocot.org,pongemonocotor_0,157.140.2.171,1042.0,/var/aegir/platforms/scratchpads-2.10.1
eye.myspecies.info,eyemyspeciesinfo,157.140.2.153,3633.0,/var/aegir/platforms/scratchpads-2.10.1
oribatidafinland.myspecies.info,oribatidafinla_0,157.140.2.164,3653.0,/var/aegir/platforms/scratchpads-2.10.1
megaloptera.myspecies.info,megalopteramyspe,157.140.2.153,3033.0,/var/aegir/platforms/scratchpads-2.10.1
neotropicalfishes.myspecies.info,neotropicalfishe,157.140.2.164,2797.0,/var/aegir/platforms/scratchpads-2.10.1
ranong.myspecies.info,ranongmyspecie_0,157.140.2.164,3937.0,/var/aegir/platforms/scratchpads-2.10.1
sileneae.myspecies.info,sileneaemyspec_0,157.140.2.171,3329.0,/var/aegir/platforms/scratchpads-2.10.1
chinaamimal.myspecies.info,chinaamimalmys_2,157.140.2.153,2147.0,/var/aegir/platforms/scratchpads-2.10.1
chondrichthyes.myspecies.info,chondrichthyesmy,157.140.2.171,2749.0,/var/aegir/platforms/scratchpads-2.10.1
dinoflagellate.myspecies.info,dinoflagellatemy,157.140.2.164,2507.0,/var/aegir/platforms/scratchpads-2.10.1
amaryllidaceae.e-monocot.org,amaryllidaceaeem,157.140.2.164,1508.0,/var/aegir/platforms/scratchpads-2.10.1
rubiaceae-africa.myspecies.info,rubiaceaeafric_0,157.140.2.164,2617.0,/var/aegir/platforms/scratchpads-2.10.1
borneanlandsnails.myspecies.info,borneanlandsnail,157.140.2.164,1420.0,/var/aegir/platforms/scratchpads-2.10.1
eriocaulaceae.e-monocot.org,eriocaulaceaee_1,157.140.2.171,2411.0,/var/aegir/platforms/scratchpads-2.10.1
lymeregis.e-monocot.org,lymeregisemonoco,157.140.2.153,1736.0,/var/aegir/platforms/scratchpads-2.10.1
boraginales.myspecies.info,boraginalesmys_0,157.140.2.164,2917.0,/var/aegir/platforms/scratchpads-2.10.1
microlepfrance.myspecies.info,microlepfrance_0,157.140.2.171,2825.0,/var/aegir/platforms/scratchpads-2.10.1
latinamericanmalvoideae.e-monocot.org,latinamericanmal,157.140.2.164,1576.0,/var/aegir/platforms/scratchpads-2.10.1
open-up.myspecies.info,openupmyspecie_0,157.140.2.164,2593.0,/var/aegir/platforms/scratchpads-2.10.1
pinus.myspecies.info,pinusmyspecies_0,157.140.2.171,3181.0,/var/aegir/platforms/scratchpads-2.10.1
marineinvaders.myspecies.info,marineinvadersmy,157.140.2.171,1051.0,/var/aegir/platforms/scratchpads-2.10.1
cecropia.myspecies.info,cecropiamyspecie,157.140.2.171,4446.0,/var/aegir/platforms/scratchpads-2.10.1
tectaria.myspecies.info,tectariamyspec_0,157.140.2.171,4302.0,/var/aegir/platforms/scratchpads-2.10.1
seasiaclitoria.myspecies.info,seasiaclitoria_0,157.140.2.164,2151.0,/var/aegir/platforms/scratchpads-2.10.1
speciesgreece.myspecies.info,speciesgreecem_0,157.140.2.153,1644.0,/var/aegir/platforms/scratchpads-2.10.1
scan.myspecies.info,scanmyspeciesi_0,157.140.2.171,2012.0,/var/aegir/platforms/scratchpads-2.10.1
earlyconifers.myspecies.info,earlyconifersmys,157.140.2.171,1604.0,/var/aegir/platforms/scratchpads-2.10.1
soilbiodiversityuk.myspecies.info,soilbiodiversi_0,157.140.2.171,2367.0,/var/aegir/platforms/scratchpads-2.10.1
monogenius.myspecies.info,monogeniusmysp_0,157.140.2.171,2139.0,/var/aegir/platforms/scratchpads-2.10.1
vegetacao-praias.myspecies.info,vegetacaopraia_0,157.140.2.171,4402.0,/var/aegir/platforms/scratchpads-2.10.1
elisatesting.myspecies.info,elisatestingmysp,157.140.2.153,4114.0,/var/aegir/platforms/scratchpads-2.10.1
coastalsavannasfrenchguiana.myspecies.info,coastalsavannasf,157.140.2.153,1880.0,/var/aegir/platforms/scratchpads-2.10.1
falklands.myspecies.info,falklandsmyspeci,157.140.2.164,4250.0,/var/aegir/platforms/scratchpads-2.10.1
ipaeg.org,ipaegorg,157.140.2.171,3749.0,/var/aegir/platforms/scratchpads-2.10.1
notocacteae.myspecies.info,notocacteaemyspe,157.140.2.153,2155.0,/var/aegir/platforms/scratchpads-2.10.1
aframomum.myspecies.info,aframomummyspe_0,157.140.2.171,3761.0,/var/aegir/platforms/scratchpads-2.10.1
h2020.myspecies.info,h2020myspeciesin,157.140.2.164,2027.0,/var/aegir/platforms/scratchpads-2.10.1
bopco.myspecies.info,bopcomyspecies_1,157.140.2.164,4206.0,/var/aegir/platforms/scratchpads-2.10.1
lutrochidae.myspecies.info,lutrochidaemyspe,157.140.2.171,3845.0,/var/aegir/platforms/scratchpads-2.10.1
eriocaulon.myspecies.info,eriocaulonmyspec,157.140.2.164,1408.0,/var/aegir/platforms/scratchpads-2.10.1
ecbol3.myspecies.info,ecbol3myspeciesi,157.140.2.153,3405.0,/var/aegir/platforms/scratchpads-2.10.1
orchidearlycareer.myspecies.info,orchidearlycar_0,157.140.2.164,3917.0,/var/aegir/platforms/scratchpads-2.10.1
sichuanferns.myspecies.info,sichuanfernsmy_0,157.140.2.171,4134.0,/var/aegir/platforms/scratchpads-2.10.1
ichneumoninae.myspecies.info,ichneumoninaem_0,157.140.2.171,39766.0,/var/aegir/platforms/scratchpads-2.10.1
simuliidae.myspecies.info,simuliidaemysp_0,157.140.2.153,2371.0,/var/aegir/platforms/scratchpads-2.10.1
dendrobium-stachyobium.myspecies.info,dendrobiumstachy,157.140.2.171,4314.0,/var/aegir/platforms/scratchpads-2.10.1
bioamba.myspecies.info,bioambamyspecies,157.140.2.153,3169.0,/var/aegir/platforms/scratchpads-2.10.1
thaifernflora.myspecies.info,thaifernfloram_0,157.140.2.153,1700.0,/var/aegir/platforms/scratchpads-2.10.1
tachinidae.myspecies.info,tachinidaemysp_0,157.140.2.171,2115.0,/var/aegir/platforms/scratchpads-2.10.1
nspainendemicflora.myspecies.info,nspainendemicflo,157.140.2.153,3305.0,/var/aegir/platforms/scratchpads-2.10.1
dilleniaceaeofthailand.myspecies.info,dilleniaceaeofth,157.140.2.171,6123.0,/var/aegir/platforms/scratchpads-2.9.17.1
tribeeragrostideae.myspecies.info,tribeeragrosti_0,157.140.2.153,1676.0,/var/aegir/platforms/scratchpads-2.10.1
alienplantsbelgium.be,alienplantsbel_1,157.140.2.171,1500.0,/var/aegir/platforms/scratchpads-2.10.1
endemics-eriocaulaceae.myspecies.info,endemicserioca_0,157.140.2.153,3885.0,/var/aegir/platforms/scratchpads-2.10.1
biodiversidadelubango.myspecies.info,biodiversidadelu,157.140.2.171,4074.0,/var/aegir/platforms/scratchpads-2.10.1
toona.myspecies.info,toonamyspecies_0,157.140.2.171,4350.0,/var/aegir/platforms/scratchpads-2.10.1
pngbirds.myspecies.info,pngbirdsmyspec_0,157.140.2.164,3777.0,/var/aegir/platforms/scratchpads-2.10.1
acanthaceaeth.myspecies.info,acanthaceaethmys,157.140.2.153,4342.0,/var/aegir/platforms/scratchpads-2.10.1
rubiaceae.myspecies.info,rubiaceaemyspe_0,157.140.2.164,3961.0,/var/aegir/platforms/scratchpads-2.10.1
lycosidae.myspecies.info,lycosidaemyspeci,157.140.2.164,3289.0,/var/aegir/platforms/scratchpads-2.10.1
afroannons.myspecies.info,afroannonsmysp_0,157.140.2.164,2127.0,/var/aegir/platforms/scratchpads-2.10.1
soilanimals.myspecies.info,soilanimalsmys_0,157.140.2.171,4266.0,/var/aegir/platforms/scratchpads-2.10.1
scilloideae.e-monocot.org,scilloideaeemo_0,157.140.2.171,1824.0,/var/aegir/platforms/scratchpads-2.10.1
heliotropium.myspecies.info,heliotropiummysp,157.140.2.153,3833.0,/var/aegir/platforms/scratchpads-2.10.1
iberianodonataucm.myspecies.info,iberianodonatauc,157.140.2.164,1892.0,/var/aegir/platforms/scratchpads-2.10.1
tunicata.myspecies.info,tunicatamyspec_0,157.140.2.164,2641.0,/var/aegir/platforms/scratchpads-2.10.1
tipos.miza-ucv.org.ve,tiposmizaucvor_0,157.140.2.171,4254.0,/var/aegir/platforms/scratchpads-2.10.1
killerwhales.myspecies.info,killerwhalesmysp,157.140.2.171,3893.0,/var/aegir/platforms/scratchpads-2.10.1
empriini.myspecies.info,empriinimyspecie,157.140.2.153,1864.0,/var/aegir/platforms/scratchpads-2.10.1
alientoma.myspecies.info,alientomamyspe_0,157.140.2.164,32372.0,/var/aegir/platforms/scratchpads-2.10.1
londonfungi.myspecies.info,londonfungimys_0,157.140.2.164,3205.0,/var/aegir/platforms/scratchpads-2.10.1
pumpui19.myspecies.info,pumpui19myspec_0,157.140.2.171,3361.0,/var/aegir/platforms/scratchpads-2.10.1
lonchaeidae.myspecies.info,lonchaeidaemyspe,157.140.2.153,4018.0,/var/aegir/platforms/scratchpads-2.10.1
classifications.scratchpads.eu,classificationss,157.140.2.171,9612.0,/var/aegir/platforms/scratchpads-classifications.scratchpads.eu
alpheidae.myspecies.info,alpheidaemyspeci,157.140.2.171,2227.0,/var/aegir/platforms/scratchpads-2.10.1
reddatabook.myspecies.info,reddatabookmys_0,157.140.2.153,4258.0,/var/aegir/platforms/scratchpads-2.10.1
efi-eafe.myspecies.info,efieafemyspecies,157.140.2.153,2071.0,/var/aegir/platforms/scratchpads-2.10.1
bromeliaceasuy.myspecies.info,bromeliaceasuymy,157.140.2.171,13035.0,/var/aegir/platforms/scratchpads-2.10.1
arachnids.myspecies.info,arachnidsmyspeci,157.140.2.153,2705.0,/var/aegir/platforms/scratchpads-2.10.1
alysicarpus.myspecies.info,alysicarpusmyspe,157.140.2.171,4583.0,/var/aegir/platforms/scratchpads-2.10.1
grassworld.myspecies.info,grassworldmyspec,157.140.2.171,2837.0,/var/aegir/platforms/scratchpads-2.10.1
mochokidae.myspecies.info,mochokidaemyspec,157.140.2.164,1756.0,/var/aegir/platforms/scratchpads-2.10.1
nhmhumanparasites.myspecies.info,nhmhumanparasite,157.140.2.171,1239.0,/var/aegir/platforms/scratchpads-2.10.1
aroidsthailand.myspecies.info,aroidsthailandmy,157.140.2.164,2183.0,/var/aegir/platforms/scratchpads-2.10.1
staurozoa.myspecies.info,staurozoamyspe_0,157.140.2.153,2131.0,/var/aegir/platforms/scratchpads-2.10.1
nsuratensis.myspecies.info,nsuratensismyspe,157.140.2.171,1632.0,/var/aegir/platforms/scratchpads-2.10.1
ausgrass2.myspecies.info,ausgrass2myspeci,157.140.2.164,2483.0,/var/aegir/platforms/scratchpads-2.10.1
